Gender,Married,Dependents,Education,Self_Employed,Employment_Type,Property_Area,City_Tier,ApplicantIncome,CoapplicantIncome,Existing_EMI,Savings,Other_Debts,LoanAmount,Loan_Amount_Term,Credit_Score,Loan_Status
Female,Yes,2,Not Graduate,No,Government,Urban,3,102048,0,18192,548638,0,442777,51,591,0
Male,Yes,0,Graduate,No,Self-Employed,Urban,3,36730,119838,17800,158284,104340,1542820,15,620,0
Male,No,0,Not Graduate,No,Self-Employed,Urban,3,19154,0,0,626698,287582,2918442,13,640,0
Male,Yes,1,Graduate,Yes,Salaried,Urban,1,29447,49963,19165,182251,0,1155035,60,641,0
Female,Yes,0,Not Graduate,No,Salaried,Urban,3,33630,36426,0,476927,184903,599880,17,723,0
Female,No,2,Graduate,No,Salaried,Semiurban,1,93817,23474,0,296331,0,2020792,46,694,1
Male,Yes,0,Graduate,No,Salaried,Semiurban,2,20033,0,0,506358,0,929558,30,671,0
Female,No,0,Not Graduate,Yes,Salaried,Semiurban,2,23941,15942,0,412020,0,1016307,34,702,1
Female,Yes,2,Graduate,No,Salaried,Rural,1,85733,0,0,389559,0,1999986,11,615,1
Male,Yes,1,Not Graduate,No,Salaried,Semiurban,3,39043,0,0,74706,0,4299915,11,607,0
Female,Yes,0,Graduate,No,Salaried,Urban,1,56678,0,28601,5522,347294,1573786,18,713,0
Male,No,0,Graduate,No,Salaried,Urban,3,38168,14265,1434,632704,0,1263552,30,649,0
Male,Yes,2,Not Graduate,No,Salaried,Semiurban,2,151917,67608,10433,267878,0,553148,17,725,1
Male,Yes,3+,Graduate,No,Salaried,Semiurban,1,24598,0,0,447992,0,997888,13,815,0
Male,Yes,2,Not Graduate,No,Self-Employed,Urban,2,58392,5941,0,269268,479984,1762169,13,793,0
Male,No,0,Graduate,No,Self-Employed,Urban,1,114279,0,0,8371,482633,1007797,33,711,0
Female,No,3+,Not Graduate,No,Government,Semiurban,3,40681,29203,23543,468374,0,2991921,27,709,0
Male,Yes,0,Graduate,Yes,Government,Semiurban,3,33031,0,29048,461376,161955,3611302,8,781,1
Female,Yes,0,Graduate,No,Self-Employed,Semiurban,2,76243,0,26920,273614,61341,2748358,23,814,0
Male,No,2,Graduate,No,Self-Employed,Urban,3,86856,0,15561,781200,0,1621071,15,723,0
Male,Yes,0,Graduate,No,Salaried,Semiurban,1,32203,21170,0,542115,0,523434,41,850,1
Male,Yes,0,Graduate,No,Salaried,Semiurban,2,111746,0,0,607037,0,570103,26,759,1
Male,Yes,0,Graduate,No,Government,Rural,1,51428,0,0,10938,0,825612,34,717,0
Female,No,0,Graduate,No,Salaried,Semiurban,2,66144,5968,0,390127,576373,426493,39,617,0
Male,Yes,2,Graduate,No,Salaried,Semiurban,1,113361,0,27240,101868,0,873064,46,780,1
Male,Yes,1,Graduate,No,Salaried,Semiurban,2,76313,0,16315,668266,0,630762,59,662,1
Male,Yes,0,Graduate,No,Salaried,Semiurban,2,49993,71473,0,2671,291386,1244075,16,719,0
Female,Yes,1,Graduate,No,Self-Employed,Urban,1,34558,11912,3819,280713,291665,712955,53,534,0
Female,Yes,3+,Graduate,Yes,Salaried,Rural,1,221783,17899,0,282627,213261,1475332,19,627,0
Female,Yes,2,Graduate,No,Salaried,Semiurban,1,32396,0,1769,600978,0,427769,50,784,0
Male,Yes,0,Not Graduate,Yes,Salaried,Semiurban,3,59560,0,0,32473,0,335052,49,586,0
Male,Yes,3+,Graduate,No,Self-Employed,Rural,1,66189,111538,0,122677,0,738371,38,764,1
Male,Yes,2,Not Graduate,Yes,Self-Employed,Rural,1,67934,0,2961,328145,0,1699378,40,619,0
Male,No,0,Graduate,Yes,Salaried,Semiurban,3,161165,0,0,768597,391415,1226201,22,595,0
Male,No,0,Not Graduate,No,Self-Employed,Urban,1,51325,0,0,266813,298672,939918,9,678,0
Male,No,0,Graduate,No,Salaried,Urban,2,47452,24848,28420,196009,0,1769994,46,558,0
Male,Yes,2,Graduate,No,Self-Employed,Rural,2,117422,0,0,449564,0,1414260,32,621,0
Male,Yes,0,Not Graduate,No,Self-Employed,Urban,2,46399,10136,8842,208078,0,2747188,25,748,0
Female,Yes,1,Not Graduate,No,Other,Rural,2,80950,0,26627,699307,533301,753774,12,786,0
Male,No,0,Graduate,No,Salaried,Urban,1,55641,37670,0,566783,267833,1392517,45,676,1
Male,No,3+,Graduate,No,Salaried,Semiurban,1,82976,0,0,28448,76454,1833933,29,788,0
Female,No,0,Graduate,No,Salaried,Semiurban,2,74516,0,0,335242,0,643969,30,639,1
Male,Yes,3+,Graduate,No,Salaried,Urban,1,40057,18301,0,654138,388664,1333041,49,650,0
Female,Yes,3+,Not Graduate,No,Salaried,Rural,3,18134,15716,0,138963,288708,2006287,54,603,0
Male,Yes,0,Graduate,No,Salaried,Semiurban,2,19913,0,0,794074,541646,1241347,17,603,0
Male,Yes,1,Graduate,No,Salaried,Urban,2,18170,0,21102,685301,0,361100,28,721,0
Female,Yes,0,Graduate,No,Government,Urban,1,47553,16623,0,239758,404093,1645432,26,621,0
Female,No,3+,Graduate,No,Salaried,Semiurban,3,13709,0,0,589560,0,1619437,46,700,0
Female,Yes,1,Graduate,No,Other,Urban,2,45788,14199,29913,681935,0,289667,10,636,0
Male,Yes,0,Not Graduate,No,Government,Rural,2,53817,26057,23841,185371,0,1087285,50,790,0
Male,Yes,0,Graduate,No,Government,Urban,2,80073,10865,28599,281715,464108,1466425,23,668,0
Male,No,0,Not Graduate,Yes,Government,Urban,2,65985,0,20672,649897,0,1892917,52,723,0
Male,Yes,3+,Graduate,No,Self-Employed,Urban,2,82109,0,0,192526,0,771420,42,590,0
Female,Yes,1,Graduate,No,Self-Employed,Urban,2,62782,0,23456,714201,0,1071909,21,726,0
Male,No,2,Graduate,No,Salaried,Urban,2,41849,0,0,520225,99191,241072,46,653,1
Female,Yes,0,Graduate,No,Salaried,Rural,1,47168,0,25633,285219,0,1839754,38,718,0
Male,Yes,0,Not Graduate,No,Government,Urban,1,31300,0,0,559386,0,558045,12,692,0
Male,Yes,3+,Graduate,Yes,Salaried,Urban,1,56682,0,0,94449,329546,1349659,56,696,0
Male,Yes,0,Graduate,Yes,Salaried,Urban,1,20920,0,5199,45186,0,413195,15,767,0
Female,No,3+,Graduate,No,Self-Employed,Semiurban,1,89868,0,0,403586,156171,1316371,9,679,0
Female,No,0,Graduate,No,Salaried,Semiurban,3,29544,20826,0,167510,278618,1036162,25,809,0
Female,Yes,0,Not Graduate,No,Government,Semiurban,2,54414,17237,7026,61124,0,792255,17,679,0
Female,Yes,1,Graduate,Yes,Salaried,Urban,3,59670,18026,0,537409,0,116639,21,663,1
Female,Yes,3+,Not Graduate,No,Self-Employed,Semiurban,1,94776,0,0,460987,0,451990,23,779,1
Female,Yes,3+,Graduate,No,Salaried,Semiurban,2,19833,26211,0,106917,0,1079909,8,626,0
Male,Yes,0,Graduate,No,Government,Semiurban,2,41805,11488,2749,686563,392515,396351,40,712,1
Male,Yes,0,Graduate,Yes,Salaried,Urban,2,67656,31907,0,568444,64802,810036,33,810,1
Male,Yes,1,Not Graduate,No,Government,Semiurban,2,130996,0,10689,788097,230950,570921,50,629,0
Female,No,1,Not Graduate,No,Salaried,Urban,2,48943,23035,0,198770,0,1918646,12,571,0
Female,Yes,2,Graduate,No,Salaried,Urban,2,36058,0,0,545230,0,271546,31,809,1
Male,Yes,0,Graduate,Yes,Salaried,Urban,3,152454,0,0,300865,0,634983,50,804,1
Female,Yes,3+,Graduate,Yes,Salaried,Urban,2,77744,0,24049,594019,0,787991,34,700,0
Female,No,1,Graduate,No,Self-Employed,Urban,3,106433,0,0,664269,0,2148086,13,599,0
Male,Yes,2,Graduate,No,Salaried,Semiurban,3,25707,13818,0,454411,0,1288885,29,817,0
Male,Yes,1,Graduate,No,Salaried,Rural,2,66595,35389,0,117789,379155,1754785,14,731,1
Female,Yes,0,Graduate,No,Salaried,Semiurban,1,27555,14424,19835,550882,0,684817,7,754,0
Male,No,3+,Graduate,No,Government,Urban,1,24391,0,15853,394119,0,853960,31,695,0
Female,Yes,1,Graduate,Yes,Salaried,Semiurban,1,68858,18571,0,141919,0,837015,45,792,1
Male,No,2,Not Graduate,No,Salaried,Semiurban,1,71560,0,0,377597,0,1004482,17,768,0
Female,No,3+,Graduate,No,Self-Employed,Urban,2,38356,0,8912,132883,0,1601436,59,784,0
Female,No,1,Not Graduate,No,Government,Semiurban,1,109907,19620,18973,506729,0,1356947,25,721,0
Female,Yes,1,Graduate,No,Government,Semiurban,2,40815,15054,0,119629,511053,3112652,52,678,0
Male,Yes,0,Graduate,No,Government,Urban,1,43100,13422,26168,143001,0,1788552,25,693,0
Female,Yes,0,Graduate,No,Salaried,Urban,2,49018,0,29987,262968,408108,967402,30,686,0
Female,No,0,Graduate,No,Government,Urban,1,43746,20642,0,702162,101241,537501,33,627,0
Male,Yes,0,Graduate,Yes,Self-Employed,Rural,3,100939,13203,0,725819,0,1352937,25,620,0
Female,Yes,0,Graduate,No,Government,Urban,3,28193,0,0,632339,0,265218,7,539,0
Male,Yes,0,Not Graduate,No,Salaried,Urban,2,33020,15153,17069,325110,0,551586,51,524,0
Male,Yes,0,Graduate,No,Government,Semiurban,3,25964,0,20936,168050,385791,1014291,10,774,0
Male,Yes,0,Not Graduate,No,Salaried,Rural,1,140886,0,0,232729,0,2031201,39,709,1
Male,Yes,0,Graduate,No,Self-Employed,Urban,3,41826,46023,0,133599,0,776636,58,751,1
Male,Yes,0,Graduate,No,Salaried,Semiurban,2,32764,0,25119,158655,103028,1144230,28,624,0
Female,No,1,Graduate,No,Salaried,Semiurban,1,42691,0,0,197341,0,624677,39,693,1
Male,Yes,1,Not Graduate,No,Salaried,Semiurban,1,79758,0,0,417371,246264,4027855,46,684,0
Female,Yes,0,Graduate,No,Salaried,Rural,1,72030,0,0,458235,0,1778600,21,748,0
Male,Yes,1,Not Graduate,No,Self-Employed,Urban,3,36440,0,0,231973,0,1066847,6,650,0
Male,Yes,2,Graduate,No,Self-Employed,Rural,2,40135,13325,0,541880,0,1566583,53,744,0
Male,No,0,Not Graduate,No,Self-Employed,Rural,1,22455,0,9881,443933,0,652867,21,719,0
Female,Yes,1,Graduate,No,Salaried,Rural,2,53964,0,17733,626418,0,690696,46,738,0
Male,Yes,3+,Graduate,No,Other,Semiurban,1,101220,0,5316,76674,582616,1804616,41,781,0
Female,Yes,2,Graduate,Yes,Self-Employed,Rural,1,36308,6610,6230,303863,0,1510911,24,641,0
Female,No,0,Graduate,Yes,Salaried,Urban,3,70931,80368,0,617698,510483,1359665,24,624,0
Female,Yes,1,Graduate,Yes,Self-Employed,Urban,2,36301,27542,0,235062,0,377783,48,648,0
Male,No,0,Graduate,Yes,Salaried,Urban,2,27369,0,0,758758,0,1457808,44,656,0
Male,Yes,1,Graduate,No,Salaried,Urban,3,72688,0,0,21857,0,1698781,39,829,0
Female,Yes,3+,Graduate,No,Salaried,Semiurban,2,181858,18403,16569,731850,0,1564911,56,527,0
Male,Yes,1,Graduate,No,Salaried,Urban,1,67417,0,0,14668,0,1779325,54,723,1
Female,No,3+,Graduate,No,Salaried,Urban,1,39821,20787,0,268865,197054,1162338,58,711,1
Male,Yes,0,Graduate,No,Salaried,Semiurban,2,41259,0,0,146083,206691,2641174,58,728,0
Female,No,3+,Not Graduate,No,Government,Rural,2,142889,0,0,466868,0,2231057,35,619,0
Female,Yes,1,Not Graduate,No,Salaried,Semiurban,1,59196,0,0,432565,0,1024470,14,756,0
Female,Yes,0,Graduate,No,Salaried,Rural,2,32811,0,0,26527,225805,434780,20,845,0
Male,Yes,1,Not Graduate,Yes,Other,Semiurban,3,48317,0,0,110286,548940,1133336,15,657,0
Female,No,0,Graduate,No,Salaried,Rural,2,56280,0,0,794542,565836,865722,8,511,0
Male,Yes,0,Graduate,No,Self-Employed,Semiurban,3,64721,7059,0,655202,0,1962966,49,598,0
Male,No,2,Graduate,No,Salaried,Rural,1,114852,61929,11126,187728,172498,555740,21,606,0
Female,No,0,Not Graduate,Yes,Salaried,Urban,1,100863,8788,0,708255,0,344453,43,677,1
Female,No,2,Graduate,Yes,Salaried,Rural,2,55759,10151,23007,587791,0,228907,20,635,0
Female,Yes,0,Not Graduate,No,Other,Semiurban,1,48871,15272,0,644928,265877,2213595,14,617,0
Female,Yes,0,Not Graduate,No,Salaried,Semiurban,1,62166,0,0,671885,0,2321635,8,701,0
Male,No,3+,Graduate,No,Self-Employed,Semiurban,1,35783,25801,28812,434241,293084,3778379,60,741,1
Male,Yes,0,Graduate,No,Government,Rural,3,85715,0,6035,193221,0,3906045,55,644,0
Female,Yes,1,Graduate,No,Other,Rural,1,44706,21410,0,138201,0,2875004,11,759,0
Male,Yes,1,Graduate,No,Salaried,Urban,1,65497,0,10442,186294,0,1601430,32,826,0
Male,Yes,1,Graduate,No,Government,Urban,1,128292,18394,858,643627,0,674859,12,599,0
Male,Yes,3+,Graduate,No,Salaried,Urban,3,67766,20238,17103,326743,0,587275,55,651,1
Male,Yes,1,Graduate,No,Self-Employed,Urban,2,56764,0,0,407737,0,927726,20,594,0
Male,Yes,0,Graduate,No,Salaried,Urban,1,37617,22542,29004,589862,0,1866257,38,792,0
Male,Yes,2,Graduate,No,Salaried,Semiurban,3,47898,25161,0,151978,0,451272,29,693,1
Male,Yes,0,Graduate,No,Salaried,Semiurban,3,26767,64924,0,298526,0,428192,60,739,1
Male,Yes,1,Graduate,No,Salaried,Semiurban,2,67039,9970,13622,598079,28242,1346462,29,718,0
Female,Yes,3+,Graduate,No,Salaried,Semiurban,1,15457,15845,6906,194552,0,446752,24,697,0
Male,Yes,1,Graduate,No,Salaried,Semiurban,2,85169,0,3446,784019,552200,291475,28,738,1
Male,Yes,2,Not Graduate,No,Salaried,Urban,3,74772,0,0,274175,120675,821506,33,814,1
Female,Yes,1,Graduate,No,Other,Semiurban,1,52774,0,0,276537,107737,1569271,60,548,0
Male,Yes,2,Graduate,No,Self-Employed,Semiurban,1,37295,0,0,95059,0,538791,51,745,1
Female,No,3+,Not Graduate,No,Salaried,Urban,1,49554,0,0,195696,0,384752,9,664,0
Female,Yes,0,Graduate,No,Government,Urban,2,18846,25129,0,6229,361693,383112,48,795,1
Male,No,0,Not Graduate,No,Salaried,Urban,2,78658,0,0,637196,86176,970386,53,706,1
Male,Yes,1,Graduate,No,Salaried,Rural,1,45691,0,0,461311,0,826126,30,781,0
Female,Yes,2,Not Graduate,No,Salaried,Semiurban,1,115053,9271,4993,372179,0,603797,20,739,1
Female,Yes,0,Not Graduate,No,Salaried,Semiurban,3,62029,0,0,369771,0,698560,10,688,0
Male,Yes,0,Graduate,No,Self-Employed,Urban,3,56787,0,0,532214,0,1161968,42,698,0
Female,Yes,0,Graduate,No,Other,Urban,3,62336,0,8258,549782,273610,925009,55,697,0
Male,Yes,3+,Not Graduate,No,Salaried,Urban,3,29238,0,0,50585,0,577591,7,854,0
Female,Yes,1,Not Graduate,No,Salaried,Urban,2,39016,15937,0,183540,0,2008946,47,587,0
Male,Yes,0,Not Graduate,No,Salaried,Urban,1,53793,23769,0,151773,196785,2236845,26,767,0
Female,Yes,0,Graduate,No,Salaried,Urban,2,42334,0,19808,522875,60118,487529,17,640,0
Female,No,0,Not Graduate,No,Self-Employed,Semiurban,2,36413,0,0,98028,524044,377439,57,700,1
Female,No,0,Graduate,No,Self-Employed,Urban,2,42807,0,0,614728,0,855451,17,635,0
Male,Yes,0,Graduate,No,Salaried,Urban,2,51228,18872,9814,234153,0,1244450,14,698,0
Male,Yes,3+,Graduate,No,Government,Semiurban,3,178990,22884,19089,614644,327213,906271,10,575,0
Male,Yes,3+,Graduate,No,Salaried,Semiurban,1,41806,0,5118,203295,49775,4213320,23,747,0
Male,No,0,Graduate,No,Other,Semiurban,1,34447,33622,0,585643,149013,1033792,44,632,0
Male,Yes,0,Graduate,No,Salaried,Urban,2,45971,0,0,763687,0,1041069,6,730,0
Female,Yes,0,Graduate,No,Self-Employed,Rural,3,114194,20308,4192,331774,9531,1340503,34,680,0
Male,No,1,Graduate,No,Salaried,Rural,3,118774,0,25049,12363,0,1032588,59,863,0
Male,Yes,0,Not Graduate,Yes,Salaried,Urban,2,146061,0,0,432843,0,1021254,45,787,1
Female,Yes,0,Graduate,No,Government,Urban,1,51705,0,2845,98394,0,327608,40,667,1
Female,No,0,Graduate,No,Salaried,Rural,2,71157,0,0,49258,0,703158,25,632,0
Female,Yes,2,Graduate,Yes,Government,Rural,3,28064,30675,0,773901,331760,763198,25,725,0
Female,Yes,2,Graduate,No,Salaried,Urban,2,41166,41176,8784,557450,0,1329138,36,880,0
Male,Yes,1,Graduate,No,Government,Urban,2,27078,0,0,457313,0,2306576,27,788,0
Male,Yes,0,Graduate,Yes,Other,Rural,1,64865,0,0,519861,0,1070378,46,737,1
Female,Yes,3+,Graduate,No,Salaried,Urban,1,51067,0,25906,478215,0,612179,46,773,0
Female,No,3+,Not Graduate,No,Salaried,Rural,2,56623,0,0,74406,0,324664,45,719,1
Male,Yes,0,Graduate,Yes,Government,Urban,3,31393,18973,0,217280,0,3098970,17,785,0
Female,No,0,Graduate,No,Salaried,Rural,3,79830,0,19644,273058,0,688966,11,729,0
Male,No,1,Graduate,No,Government,Urban,3,13305,15080,23727,438772,467214,1708099,8,656,0
Male,Yes,0,Graduate,No,Self-Employed,Urban,2,43528,7228,0,589829,106497,1149804,43,594,0
Male,Yes,0,Graduate,No,Self-Employed,Rural,2,47151,0,0,227442,554155,2100286,59,794,0
Male,Yes,1,Graduate,Yes,Salaried,Urban,3,16446,39540,23329,695361,226754,289076,36,705,0
Male,No,1,Graduate,No,Self-Employed,Urban,1,61762,27334,0,525266,456865,411814,41,704,1
Male,No,0,Graduate,Yes,Salaried,Rural,3,45455,0,0,302260,366003,506485,25,691,0
Female,Yes,1,Graduate,No,Government,Urban,2,68076,37803,0,2770,0,4133023,44,830,0
Male,No,3+,Graduate,No,Salaried,Urban,3,150194,22105,0,223126,0,443381,7,621,0
Male,Yes,0,Not Graduate,No,Salaried,Urban,3,59773,17502,0,434120,0,630945,35,644,0
Female,No,1,Graduate,No,Other,Semiurban,1,85369,0,0,530450,325358,688852,21,735,1
Female,Yes,0,Graduate,No,Self-Employed,Semiurban,1,106862,15903,0,623116,162574,1720377,39,777,1
Female,Yes,0,Graduate,No,Other,Rural,2,65538,0,15798,9149,0,4483251,48,612,1
Female,No,1,Not Graduate,No,Salaried,Semiurban,1,31055,0,0,155911,0,1765242,51,740,0
Female,Yes,0,Not Graduate,No,Self-Employed,Urban,2,20285,10622,0,395640,462077,851901,30,720,0
Male,Yes,0,Graduate,No,Self-Employed,Urban,2,61432,11897,27721,233277,0,283884,25,702,0
Male,Yes,0,Not Graduate,No,Self-Employed,Rural,2,40120,19689,8036,676955,539535,1586067,52,844,0
Male,Yes,1,Graduate,No,Salaried,Semiurban,1,101291,13557,383,478554,68310,1155170,8,551,0
Male,Yes,2,Not Graduate,No,Salaried,Rural,3,38501,0,0,760375,0,1118075,49,603,0
Male,No,0,Graduate,Yes,Government,Rural,2,49608,0,0,503924,0,1077724,55,795,0
Female,Yes,1,Graduate,No,Salaried,Urban,3,26431,0,0,218405,431925,1237065,45,694,0
Male,Yes,0,Graduate,No,Other,Semiurban,1,41384,0,13635,711017,233364,2914934,22,818,0
Male,Yes,1,Graduate,No,Salaried,Semiurban,3,29768,4402,0,432968,75313,284830,22,857,0
Male,Yes,0,Graduate,No,Other,Urban,1,31302,0,20392,565006,0,1439974,42,754,0
Female,Yes,1,Graduate,Yes,Self-Employed,Urban,2,48568,0,7228,624189,50741,1191336,47,690,0
Male,No,3+,Graduate,Yes,Self-Employed,Rural,2,35809,8789,0,759201,0,1262203,57,804,0
Female,No,3+,Graduate,No,Salaried,Semiurban,3,212322,0,155,151064,0,408473,54,750,1
Male,Yes,0,Graduate,No,Government,Semiurban,1,79183,0,0,708096,0,414269,42,591,0
Male,Yes,2,Not Graduate,No,Salaried,Semiurban,1,90792,16683,0,657866,11527,781115,27,756,1
Male,Yes,0,Not Graduate,No,Self-Employed,Semiurban,3,47041,64803,0,105742,0,1246679,35,900,1
Female,No,3+,Not Graduate,Yes,Salaried,Urban,1,52994,42830,0,473253,0,1458308,44,733,0
Male,Yes,0,Not Graduate,No,Self-Employed,Semiurban,1,39478,15741,0,595104,0,1350241,30,685,1
Female,No,0,Graduate,No,Government,Semiurban,2,211755,0,0,430946,0,2485301,8,662,0
Male,Yes,0,Graduate,No,Salaried,Rural,1,47094,0,22354,328685,275792,1157144,51,674,0
Male,No,0,Graduate,Yes,Self-Employed,Semiurban,1,35872,0,0,355763,434121,711231,24,681,0
Female,No,2,Graduate,No,Salaried,Rural,2,33026,23192,0,621387,0,4931742,13,687,0
Female,No,3+,Graduate,No,Government,Urban,1,60127,0,0,393939,0,1099416,23,676,0
Female,Yes,1,Not Graduate,No,Other,Rural,2,109244,5558,26579,345355,390230,1122600,15,782,0
Female,Yes,2,Graduate,Yes,Salaried,Rural,2,90908,0,0,334201,0,641504,43,733,1
Female,Yes,2,Not Graduate,Yes,Salaried,Semiurban,3,32984,14730,20448,82681,290508,833445,26,779,1
Female,No,0,Graduate,No,Self-Employed,Urban,3,32541,0,1338,121276,0,845779,39,628,0
Female,Yes,0,Not Graduate,No,Salaried,Urban,1,99233,27343,6208,503204,0,1899724,50,695,1
Female,No,0,Graduate,No,Salaried,Semiurban,3,158821,19753,0,356357,418736,1084264,23,704,1
Female,No,0,Graduate,No,Salaried,Semiurban,3,46167,13161,0,316630,569817,1339744,48,660,0
Female,Yes,0,Not Graduate,No,Salaried,Urban,2,97092,25407,0,532942,0,443728,54,680,1
Female,No,0,Graduate,No,Salaried,Semiurban,3,22324,0,27629,700798,357559,782631,39,596,0
Male,Yes,0,Graduate,No,Salaried,Semiurban,1,31440,37565,0,609627,0,3091262,53,628,0
Female,Yes,0,Graduate,No,Salaried,Urban,3,28695,0,0,797473,0,1264966,39,751,0
Female,Yes,3+,Graduate,No,Self-Employed,Urban,2,62723,0,25263,447879,0,748669,59,751,0
Male,Yes,0,Graduate,No,Salaried,Urban,1,45312,12784,0,703443,47110,810646,36,603,0
Female,No,1,Graduate,No,Salaried,Urban,2,56995,21998,14536,37051,0,261063,21,677,1
Male,Yes,1,Graduate,No,Self-Employed,Urban,2,97762,0,0,167088,0,761197,39,626,0
Male,Yes,1,Graduate,No,Government,Rural,1,34910,12307,0,124689,310060,1988923,40,638,0
Female,No,0,Graduate,Yes,Salaried,Urban,1,52652,79237,0,159870,320439,379041,25,535,0
Male,No,0,Not Graduate,No,Government,Urban,2,23954,33190,0,478349,0,1637701,31,613,0
Female,Yes,0,Not Graduate,No,Self-Employed,Semiurban,2,94831,24963,0,142227,0,1693523,8,630,0
Female,No,0,Graduate,No,Salaried,Rural,2,91382,27226,17088,76524,0,851015,54,717,1
Male,Yes,0,Graduate,No,Salaried,Urban,2,61011,0,16708,145400,0,1057473,56,717,0
Male,Yes,1,Graduate,No,Salaried,Rural,1,53409,0,24581,748480,338769,2392431,14,692,0
Male,Yes,1,Not Graduate,Yes,Self-Employed,Urban,2,37788,0,0,67389,161999,336441,27,762,1
Female,Yes,1,Not Graduate,No,Salaried,Urban,3,23207,12176,0,388665,0,1477381,8,763,0
Female,No,0,Not Graduate,No,Other,Semiurban,3,59149,0,0,324327,0,418668,18,733,0
Female,Yes,0,Graduate,Yes,Self-Employed,Semiurban,2,75787,0,12999,737167,134100,1678265,39,721,0
Male,No,2,Graduate,No,Salaried,Semiurban,3,151817,32354,0,716716,0,432207,17,596,0
Female,Yes,0,Graduate,No,Salaried,Rural,3,40268,51406,0,217510,0,2201736,20,752,0
Male,Yes,2,Graduate,No,Salaried,Urban,1,58010,26855,0,164754,0,688821,49,752,1
Female,No,2,Graduate,No,Salaried,Semiurban,2,92290,0,18329,271239,0,289823,46,710,1
Male,No,0,Graduate,No,Salaried,Semiurban,1,93832,0,0,649468,0,770206,49,771,1
Female,Yes,0,Not Graduate,No,Self-Employed,Rural,2,35504,0,24864,395927,0,472947,59,640,0
Male,Yes,1,Graduate,No,Self-Employed,Urban,3,42883,6220,0,217972,0,1858275,55,708,0
Female,Yes,0,Not Graduate,No,Salaried,Urban,1,37456,0,0,610551,0,2509963,14,691,0
Male,Yes,0,Graduate,No,Self-Employed,Semiurban,3,30447,0,19302,684047,0,587571,19,818,0
Female,No,0,Not Graduate,No,Salaried,Rural,2,112330,17069,27935,107916,0,1214118,43,673,0
Female,No,0,Not Graduate,No,Salaried,Urban,2,51754,0,19844,767089,0,1191813,31,679,0
Male,Yes,1,Not Graduate,No,Self-Employed,Urban,1,47999,11774,29077,582648,200071,629797,53,713,0
Female,No,2,Not Graduate,No,Salaried,Urban,1,57297,6594,0,545181,406492,851319,32,770,1
Female,Yes,0,Not Graduate,No,Government,Semiurban,2,51500,35473,0,607372,310772,643879,39,597,0
Male,Yes,3+,Graduate,No,Other,Urban,3,44277,45598,18420,550612,0,631989,49,746,1
Male,Yes,3+,Graduate,No,Self-Employed,Urban,3,32889,0,17028,731290,395686,1641338,60,609,0
Female,Yes,3+,Graduate,No,Salaried,Semiurban,2,118264,0,23047,127397,118761,904948,52,713,1
Male,Yes,2,Not Graduate,No,Salaried,Urban,1,36538,0,0,33259,171995,1637387,37,586,0
Male,Yes,0,Not Graduate,No,Salaried,Urban,1,29971,0,21310,434213,0,2658915,48,663,0
Male,Yes,0,Graduate,No,Self-Employed,Urban,3,47833,17391,0,339122,0,1036682,21,733,1
