Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,CreditScore,Loan_Status
Female,No,3,Graduate,No,7458,2922,4796436,33,0,Rural,584,0
Female,Yes,0,Graduate,No,43770,6654,1513396,23,1,Urban,817,0
Female,Yes,3,Graduate,Yes,24300,2021,3655052,10,1,Rural,607,0
Female,No,2,Not Graduate,Yes,4699,13955,2279430,57,1,Rural,644,0
Female,No,0,Graduate,Yes,31485,15716,1999595,52,0,Urban,900,0
Female,Yes,1,Not Graduate,No,42285,11310,2487928,43,0,Rural,697,0
Female,No,1,Graduate,Yes,3019,16520,3772248,28,1,Semiurban,763,0
Male,No,2,Graduate,Yes,34471,4225,4017388,39,1,Semiurban,414,0
Male,Yes,2,Graduate,Yes,22270,9209,1708789,57,1,Rural,749,0
Male,No,0,Not Graduate,Yes,24615,11892,2971277,17,1,Semiurban,703,0
Male,Yes,0,Graduate,No,15698,15723,4328837,44,1,Urban,847,0
Female,Yes,2,Not Graduate,No,40346,12719,4606467,26,1,Urban,528,0
Female,No,2,Not Graduate,No,8729,3140,2390967,25,1,Rural,543,0
Male,Yes,1,Graduate,No,41729,11721,4331469,36,1,Urban,364,0
Female,Yes,1,Not Graduate,No,13171,2587,3212788,12,1,Urban,536,0
Male,No,1,Graduate,No,15947,10574,2914048,56,0,Semiurban,302,0
Female,No,2,Not Graduate,No,36725,6669,2358365,3,1,Urban,799,0
Male,No,3,Graduate,Yes,21450,18989,3886369,50,0,Urban,336,0
Female,Yes,2,Not Graduate,No,15300,5004,3892848,29,1,Semiurban,549,0
Female,Yes,2,Not Graduate,No,21064,14301,4712389,44,1,Rural,302,0
Male,No,1,Graduate,No,6441,8400,4293297,56,1,Rural,534,0
Female,Yes,2,Graduate,No,47779,7504,653747,24,1,Semiurban,716,1
Male,No,0,Graduate,Yes,21332,3810,2658108,19,1,Semiurban,550,0
Male,No,2,Graduate,No,22115,6080,1002303,13,1,Urban,442,0
Male,Yes,2,Not Graduate,No,35869,7408,1542452,16,1,Urban,355,0
Male,No,2,Not Graduate,Yes,23868,4153,2516902,40,0,Rural,360,0
Female,Yes,2,Not Graduate,No,43997,11055,3134521,27,1,Rural,367,0
Female,Yes,3,Not Graduate,No,22615,19760,804719,59,1,Semiurban,378,0
Female,No,2,Graduate,No,15615,17752,4209844,6,1,Urban,626,0
Male,Yes,0,Not Graduate,No,16732,3800,3449118,42,0,Semiurban,666,0
Female,No,0,Graduate,No,27367,1037,4415251,57,1,Rural,834,0
Male,Yes,2,Not Graduate,No,47134,992,1661302,10,1,Rural,825,0
Female,Yes,1,Graduate,No,44738,4510,4420525,38,0,Semiurban,689,0
Female,Yes,3,Graduate,Yes,47760,393,3275097,8,0,Urban,588,0
Female,No,2,Graduate,Yes,2981,8005,2951718,18,1,Urban,820,0
Male,Yes,2,Graduate,No,23554,16741,3546179,32,1,Semiurban,552,0
Female,No,2,Graduate,Yes,27319,17565,856244,17,1,Rural,394,0
Female,Yes,1,Not Graduate,No,18130,6817,618810,58,1,Semiurban,302,0
Male,Yes,1,Graduate,Yes,20815,2065,3284111,42,1,Semiurban,345,0
Female,No,1,Not Graduate,No,10566,12094,2365399,2,0,Urban,824,0
Male,No,3,Not Graduate,Yes,28329,13879,545911,44,1,Rural,781,1
Female,No,0,Graduate,No,8349,11610,1341364,20,1,Rural,896,0
Male,No,3,Not Graduate,Yes,12728,19513,2318314,10,1,Urban,717,0
Male,No,1,Not Graduate,Yes,42316,154,2435495,9,0,Rural,342,0
Female,Yes,0,Not Graduate,No,20375,9746,4781280,48,1,Rural,858,0
Male,Yes,0,Graduate,No,23814,8678,4123019,39,1,Urban,505,0
Male,No,1,Graduate,Yes,38214,6294,4501042,41,1,Rural,574,0
Male,Yes,1,Graduate,Yes,23545,9574,2731979,25,1,Rural,894,0
Male,Yes,3,Graduate,No,47588,2415,705423,25,0,Semiurban,396,0
Male,Yes,1,Not Graduate,Yes,20953,15979,1962696,24,1,Rural,478,0
Male,No,0,Not Graduate,No,4872,1070,1331979,6,1,Semiurban,447,0
Female,Yes,2,Not Graduate,Yes,11368,18638,1244607,30,1,Semiurban,683,0
Male,Yes,1,Not Graduate,Yes,36103,14785,3358080,59,1,Semiurban,371,0
Male,Yes,1,Not Graduate,No,7413,16306,536676,10,1,Urban,516,0
Female,No,3,Not Graduate,No,31269,10067,487474,39,1,Urban,732,1
Female,Yes,3,Graduate,No,22156,7807,2305691,31,1,Rural,800,0
Female,Yes,1,Not Graduate,Yes,15423,18574,153813,18,1,Semiurban,332,0
Female,No,0,Not Graduate,Yes,40062,7398,3129316,43,1,Rural,515,0
Female,No,0,Not Graduate,Yes,44805,12202,106682,33,1,Rural,400,0
Female,Yes,2,Graduate,No,3987,2972,1761567,53,1,Rural,769,0
Female,Yes,1,Not Graduate,Yes,39597,17898,1909982,56,1,Rural,479,0
Male,No,3,Not Graduate,Yes,20369,11312,1461897,19,1,Rural,632,0
Male,No,0,Graduate,No,29868,13627,2576404,23,1,Semiurban,787,0
Female,No,2,Not Graduate,Yes,13434,1345,1183190,5,1,Semiurban,759,0
Male,No,1,Graduate,Yes,16548,18301,4909938,60,1,Semiurban,676,0
Male,No,0,Graduate,No,18636,7641,4043976,26,0,Semiurban,434,0
Male,No,1,Not Graduate,No,34383,15099,3768542,29,1,Urban,709,0
Female,No,1,Not Graduate,No,44196,13385,2085575,24,0,Semiurban,454,0
Female,Yes,0,Graduate,No,19007,8644,2533716,6,1,Semiurban,579,0
Male,No,0,Not Graduate,No,37924,1611,391574,54,1,Semiurban,778,1
Female,No,0,Not Graduate,No,32211,18462,546368,39,1,Urban,498,0
Male,Yes,1,Graduate,No,13328,10773,4930222,55,1,Rural,716,0
Male,No,1,Graduate,No,5389,18448,634095,4,1,Urban,397,0
Male,No,2,Not Graduate,No,11458,5779,1535737,58,1,Semiurban,549,0
Male,Yes,3,Graduate,Yes,4945,9450,4194458,48,0,Semiurban,404,0
Female,No,1,Not Graduate,No,11352,7150,1705531,60,1,Urban,626,0
Female,Yes,3,Not Graduate,No,12486,16737,985209,42,1,Rural,781,0
Female,Yes,0,Not Graduate,Yes,43400,12592,2335303,26,0,Urban,676,0
Male,Yes,1,Not Graduate,No,4092,13861,3325063,15,0,Urban,314,0
Female,Yes,2,Graduate,Yes,38527,9755,2016040,13,0,Semiurban,780,0
Male,No,2,Not Graduate,Yes,7112,711,4506981,40,1,Urban,315,0
Female,Yes,3,Graduate,No,18937,13706,3508842,22,1,Urban,874,0
Male,Yes,0,Not Graduate,Yes,39672,10924,1651640,59,0,Urban,784,0
Male,No,3,Not Graduate,No,48026,13073,2239686,13,1,Urban,578,0
Male,Yes,0,Graduate,No,3112,15921,2582796,56,0,Urban,632,0
Female,Yes,2,Not Graduate,Yes,37545,17813,827275,39,1,Urban,556,0
Female,Yes,3,Graduate,Yes,33740,6444,1718487,17,1,Semiurban,484,0
Female,Yes,2,Graduate,Yes,25481,10684,4871803,36,0,Semiurban,887,0
Female,No,2,Not Graduate,No,12025,3420,1843834,39,1,Semiurban,326,0
Male,Yes,0,Not Graduate,No,36082,2068,2321898,48,1,Semiurban,324,0
Female,No,3,Not Graduate,Yes,15562,7159,1337852,25,1,Urban,361,0
Female,No,3,Not Graduate,No,13304,4806,4341823,34,1,Urban,532,0
Male,Yes,2,Graduate,No,9015,6844,2629943,21,1,Urban,763,0
Male,Yes,2,Not Graduate,Yes,46885,11683,3422752,25,1,Urban,648,0
Male,Yes,0,Not Graduate,Yes,7710,19615,3088460,25,0,Semiurban,585,0
Female,Yes,1,Not Graduate,Yes,14588,2906,3846819,22,0,Semiurban,713,0
Male,No,1,Not Graduate,Yes,22967,19935,1674937,23,1,Urban,895,0
Male,No,2,Not Graduate,Yes,23904,19807,3730063,25,1,Urban,705,0
Male,No,1,Graduate,Yes,26256,11117,520908,14,0,Urban,680,0
Female,Yes,1,Not Graduate,Yes,27052,3665,3283327,14,1,Urban,469,0
Male,No,1,Graduate,Yes,17436,11622,1147020,26,1,Rural,589,0
Female,Yes,1,Not Graduate,Yes,23815,9348,237920,40,1,Rural,815,1
Female,Yes,2,Not Graduate,Yes,17196,15498,1294504,30,1,Rural,586,0
Male,Yes,1,Not Graduate,No,20089,7882,2115988,26,1,Rural,606,0
Male,Yes,1,Graduate,No,19604,5289,261540,38,0,Urban,861,0
Female,Yes,0,Not Graduate,Yes,4506,13910,1472617,22,1,Urban,307,0
Male,No,2,Graduate,No,34584,7798,4681759,39,1,Urban,656,0
Male,No,3,Graduate,No,22709,3408,1988359,39,1,Rural,880,0
Female,Yes,3,Not Graduate,No,46840,17545,4826487,34,0,Rural,438,0
Female,No,0,Graduate,No,49111,17643,4090660,25,1,Urban,810,0
Male,Yes,0,Not Graduate,No,40247,13959,1532735,36,0,Rural,547,0
Female,Yes,2,Not Graduate,No,45202,4090,727861,13,1,Semiurban,840,1
Male,Yes,3,Graduate,Yes,5090,11033,343236,29,1,Rural,482,0
Male,No,1,Not Graduate,Yes,41265,15362,2968188,42,1,Rural,722,0
Male,Yes,0,Not Graduate,No,23552,13783,2497120,9,1,Rural,696,0
Female,Yes,3,Graduate,No,31135,11394,2456056,15,1,Rural,604,0
Male,No,2,Graduate,Yes,16691,2981,2153628,31,1,Urban,318,0
Male,No,1,Graduate,No,41761,8065,3965461,44,0,Semiurban,682,0
Male,No,2,Graduate,No,35741,3554,4342442,27,0,Urban,525,0
Female,Yes,0,Graduate,No,23661,12579,1351609,31,1,Rural,529,0
Female,Yes,3,Graduate,No,43025,18773,1206196,10,1,Rural,794,1
Female,No,3,Not Graduate,No,8092,8158,3271226,51,1,Rural,783,0
Female,Yes,3,Graduate,Yes,37674,1014,2175591,53,0,Rural,658,0
Female,No,3,Graduate,Yes,2570,13527,4247704,37,1,Rural,672,0
Male,No,1,Not Graduate,No,14084,12872,3063002,7,1,Semiurban,377,0
Female,Yes,1,Not Graduate,Yes,2307,14201,1123186,60,1,Urban,626,0
Female,Yes,2,Graduate,No,5742,10218,4819948,32,1,Rural,575,0
Female,No,1,Graduate,No,43742,3713,3477600,52,1,Semiurban,651,0
Male,No,0,Not Graduate,No,30792,17876,3837718,11,1,Urban,481,0
Female,No,0,Graduate,No,2765,7585,4727359,48,0,Urban,804,0
Female,No,3,Graduate,No,43732,4122,1600068,45,1,Urban,897,0
Male,Yes,0,Not Graduate,No,26198,9892,4872641,28,1,Rural,688,0
Female,No,2,Graduate,No,9735,16838,2124135,4,0,Rural,634,0
Male,No,1,Not Graduate,No,18202,17301,3614324,48,1,Semiurban,745,0
Male,No,1,Graduate,No,49199,4374,634141,45,1,Semiurban,808,1
Male,Yes,1,Not Graduate,Yes,13377,489,3617867,31,1,Urban,547,0
Male,Yes,0,Not Graduate,No,48042,984,1029898,29,1,Rural,592,0
Male,No,1,Not Graduate,Yes,16297,17344,3496763,33,1,Urban,830,0
Female,Yes,3,Graduate,Yes,10036,1782,3856018,54,1,Urban,437,0
Male,Yes,3,Not Graduate,No,42364,14959,1527110,4,1,Semiurban,855,0
Male,Yes,3,Graduate,Yes,26369,14542,2995537,59,1,Rural,644,0
Female,No,0,Not Graduate,No,36817,5983,4293412,47,0,Semiurban,336,0
Male,No,1,Not Graduate,No,39443,1869,2776727,58,1,Rural,613,0
Female,Yes,0,Not Graduate,No,3663,11496,3598801,26,1,Urban,519,0
Female,No,1,Graduate,No,41244,19028,3546091,53,1,Urban,442,0
Female,No,2,Graduate,Yes,14028,6838,1462764,31,1,Urban,703,0
Male,Yes,2,Not Graduate,Yes,21823,13550,986388,31,0,Rural,703,0
Male,Yes,0,Graduate,No,17077,5702,827499,27,0,Urban,854,0
Male,No,3,Graduate,Yes,41911,13027,710667,25,1,Rural,778,1
Female,Yes,0,Graduate,Yes,21631,11860,1897912,48,1,Rural,859,0
Male,No,3,Not Graduate,Yes,3910,6032,2099497,36,0,Semiurban,519,0
Male,No,1,Graduate,No,35500,1825,406858,49,0,Urban,666,0
Male,Yes,3,Not Graduate,Yes,21897,11554,2600916,31,1,Semiurban,495,0
Female,No,3,Not Graduate,Yes,39377,19494,2553950,43,0,Rural,331,0
Female,No,1,Not Graduate,Yes,13134,15333,370109,57,1,Urban,353,0
Male,Yes,2,Graduate,No,39224,12470,2910959,37,1,Urban,722,0
Male,Yes,1,Not Graduate,Yes,28897,3770,289027,58,1,Rural,533,0
Male,Yes,0,Graduate,Yes,49280,29,3892702,45,0,Urban,409,0
Male,No,0,Graduate,No,38103,8958,2584312,44,1,Rural,399,0
Female,Yes,0,Not Graduate,Yes,47582,15502,1183300,59,1,Urban,510,0
Female,Yes,0,Not Graduate,No,9056,8806,4480819,23,0,Urban,702,0
Female,Yes,0,Not Graduate,No,30950,9196,1606307,35,1,Rural,449,0
Female,Yes,2,Graduate,No,4753,2121,2646500,4,1,Semiurban,693,0
Male,No,2,Graduate,No,33941,3009,2349963,28,1,Rural,557,0
Male,No,3,Not Graduate,No,36140,7739,3901861,42,1,Urban,544,0
Male,Yes,0,Not Graduate,No,16234,4059,2941455,41,1,Rural,449,0
Female,No,1,Graduate,Yes,11636,11285,785558,42,1,Rural,398,0
Male,Yes,0,Graduate,No,5376,2910,4346622,13,0,Rural,402,0
Female,Yes,2,Not Graduate,Yes,32783,14674,4355680,1,1,Urban,311,0
Female,No,0,Graduate,Yes,43249,18354,2520654,12,1,Semiurban,525,0
Male,No,2,Graduate,No,45025,12161,4378881,43,1,Semiurban,741,0
Male,Yes,3,Graduate,Yes,18447,11116,2581846,53,1,Urban,447,0
Male,Yes,3,Graduate,Yes,22329,13051,2030498,40,1,Semiurban,478,0
Female,No,3,Graduate,Yes,18713,17626,3556441,26,1,Rural,306,0
Male,Yes,2,Graduate,No,6858,17096,3467370,55,0,Rural,451,0
Female,No,0,Not Graduate,Yes,21472,13054,2915548,46,1,Semiurban,881,0
Male,Yes,0,Graduate,Yes,18524,14070,2143013,46,0,Semiurban,652,0
Female,Yes,1,Not Graduate,No,48387,9485,2334282,52,1,Semiurban,864,0
Female,No,2,Not Graduate,Yes,6539,19250,667854,23,1,Rural,716,0
Male,No,1,Graduate,Yes,20857,14413,1214074,49,1,Rural,869,0
Female,No,3,Not Graduate,Yes,40362,11855,4855188,22,0,Urban,495,0
Female,No,0,Not Graduate,No,38671,6153,266382,57,1,Urban,624,0
Male,No,2,Not Graduate,Yes,7364,5587,359061,51,1,Rural,781,0
Female,No,1,Graduate,Yes,2449,8827,2639282,52,1,Rural,507,0
Male,No,1,Not Graduate,No,22830,6861,3961872,56,1,Urban,602,0
Female,Yes,1,Graduate,No,23078,10804,175154,28,0,Urban,598,0
Male,Yes,0,Not Graduate,No,39574,13979,4847621,53,1,Rural,725,0
Male,Yes,0,Not Graduate,Yes,2869,1297,2643699,53,1,Semiurban,361,0
Female,No,0,Not Graduate,No,40847,14745,1366444,17,0,Rural,494,0
Female,No,2,Not Graduate,No,42075,357,183099,6,0,Semiurban,866,0
Female,No,0,Graduate,No,30140,16300,1244455,14,1,Rural,662,0
Female,Yes,2,Not Graduate,Yes,5659,14433,4307413,50,1,Urban,860,0
Female,No,1,Not Graduate,No,38370,16624,1664713,17,0,Urban,377,0
Male,No,1,Graduate,No,43352,10796,312322,38,1,Urban,583,0
Female,Yes,3,Graduate,No,16385,18210,647009,5,1,Rural,356,0
Male,No,0,Graduate,No,45751,8115,1879326,13,1,Rural,675,0
Male,Yes,1,Not Graduate,No,21337,19942,700050,48,1,Rural,675,1
Female,Yes,0,Graduate,Yes,7131,3860,2675424,53,1,Semiurban,672,0
Male,No,2,Graduate,Yes,3358,12443,3020525,9,0,Rural,543,0
Male,No,1,Graduate,No,27614,4447,3140428,44,1,Semiurban,338,0
Male,No,0,Graduate,No,18771,16521,4069592,42,0,Semiurban,608,0
Male,Yes,1,Graduate,No,15603,1967,4476663,26,1,Semiurban,385,0
Female,Yes,1,Graduate,Yes,18246,6579,2030715,13,0,Urban,398,0
Male,Yes,0,Not Graduate,Yes,19216,4849,779438,19,1,Semiurban,673,0
Female,No,1,Graduate,Yes,43209,7167,1939688,48,1,Semiurban,794,0
Female,No,1,Not Graduate,Yes,44987,7466,3203716,17,1,Urban,507,0
Male,No,1,Graduate,No,44488,12349,3189503,16,1,Semiurban,382,0
Female,No,1,Graduate,No,22577,2019,3227798,30,1,Rural,876,0
Female,Yes,2,Graduate,No,44320,6174,4844544,32,1,Rural,300,0
Female,Yes,1,Not Graduate,No,13301,15689,3454202,14,1,Urban,736,0
Male,Yes,3,Graduate,Yes,11515,7092,148113,48,1,Urban,549,0
Female,Yes,1,Graduate,No,28802,19233,4693233,56,1,Semiurban,709,0
Female,No,0,Graduate,Yes,2891,17576,3961927,15,0,Semiurban,685,0
Female,No,3,Graduate,Yes,23972,10505,3218464,12,1,Semiurban,383,0
Male,No,2,Not Graduate,No,49853,2355,3175463,37,0,Urban,789,0
Female,Yes,3,Not Graduate,Yes,22932,18890,775704,11,1,Semiurban,538,0
Male,Yes,3,Not Graduate,Yes,6192,333,1942789,5,1,Rural,839,0
Male,No,3,Not Graduate,No,18128,2562,3398073,56,0,Rural,679,0
Male,No,0,Not Graduate,Yes,24836,14776,3392299,56,1,Semiurban,690,0
Male,Yes,0,Graduate,Yes,26837,1795,3450062,11,1,Urban,627,0
Male,No,0,Graduate,No,24778,15270,2724932,34,1,Rural,779,0
Male,Yes,2,Graduate,Yes,45130,253,1983308,19,1,Urban,603,0
Female,Yes,0,Not Graduate,Yes,18708,3657,2589585,26,1,Rural,581,0
Male,Yes,0,Graduate,No,43945,9615,1289981,26,0,Semiurban,644,0
Female,No,3,Not Graduate,Yes,26232,3237,3569345,17,1,Semiurban,434,0
Female,No,0,Graduate,No,41412,3331,3795985,31,1,Urban,767,0
Male,Yes,1,Not Graduate,Yes,6782,1027,3946001,19,0,Semiurban,660,0
Female,No,0,Graduate,Yes,28315,14199,964065,44,1,Urban,868,0
Female,Yes,2,Graduate,No,12052,18550,1056224,20,1,Urban,414,0
Female,Yes,2,Graduate,No,21521,13283,3580311,59,1,Rural,485,0
Female,Yes,1,Graduate,Yes,5898,12186,1671345,23,1,Rural,777,0
Male,Yes,2,Not Graduate,No,19219,16853,1304305,25,1,Semiurban,300,0
Female,No,2,Graduate,Yes,6154,13781,3748628,28,1,Urban,840,0
Male,Yes,3,Graduate,No,37546,15120,137743,37,1,Rural,723,1
Female,Yes,1,Graduate,Yes,15809,5983,4124027,12,1,Semiurban,569,0
Female,No,3,Not Graduate,Yes,27972,1093,329708,48,1,Semiurban,718,1
Male,Yes,3,Graduate,Yes,41177,4789,3454733,1,1,Rural,626,0
Female,Yes,0,Graduate,Yes,14523,2912,1671467,2,0,Semiurban,494,0
Female,No,1,Graduate,Yes,39081,15111,4155231,10,1,Rural,554,0
Female,No,0,Graduate,No,24030,14332,3655581,34,1,Urban,378,0
Male,No,0,Graduate,No,42376,16564,1985411,32,1,Semiurban,397,0
Female,Yes,3,Not Graduate,Yes,22105,12259,1754449,25,1,Urban,449,0
Male,No,2,Not Graduate,Yes,48485,9412,2867527,10,1,Rural,746,0
Female,No,1,Not Graduate,No,26295,16006,323468,55,1,Urban,422,0
Male,Yes,2,Graduate,No,13864,9755,3735507,50,1,Rural,857,0
Male,Yes,3,Not Graduate,No,45982,4684,2488525,1,1,Semiurban,658,0
Female,Yes,3,Graduate,No,14876,7854,3408259,32,0,Semiurban,538,0
Female,Yes,3,Graduate,No,20055,6417,308590,37,1,Semiurban,829,1
Male,Yes,3,Graduate,Yes,35684,17946,2026952,12,1,Urban,503,0
Male,No,3,Graduate,Yes,23972,13127,3369858,49,0,Urban,442,0
Female,No,3,Not Graduate,No,27493,17797,2277199,57,1,Urban,486,0
Male,No,2,Not Graduate,No,11325,10698,4779950,51,1,Rural,787,0
Female,Yes,0,Not Graduate,No,38775,17401,3267071,18,1,Semiurban,421,0
Female,Yes,2,Graduate,No,22373,15428,295258,30,1,Urban,649,0
Female,Yes,1,Not Graduate,No,38253,3654,1649367,13,1,Rural,399,0
Female,No,2,Not Graduate,No,23181,14997,884337,54,1,Urban,583,0
Male,No,3,Graduate,No,12961,13742,2996252,3,1,Rural,826,0
Female,Yes,2,Not Graduate,No,19705,8949,203306,21,1,Semiurban,683,1
Male,No,0,Graduate,No,46676,11971,2354839,42,1,Urban,854,0
Female,Yes,1,Not Graduate,Yes,38122,15391,2047055,14,1,Semiurban,486,0
Male,No,2,Not Graduate,No,28104,19968,4707399,40,1,Urban,307,0
Female,No,0,Not Graduate,No,15509,16565,4707684,10,1,Rural,844,0
Male,No,2,Graduate,Yes,9101,6829,2235256,2,0,Semiurban,718,0
Male,Yes,1,Not Graduate,Yes,6743,10487,3485978,60,1,Urban,389,0
Female,No,2,Not Graduate,Yes,10951,2667,4974181,45,1,Urban,795,0
Female,No,3,Not Graduate,No,9014,9991,543467,37,1,Semiurban,415,0
Female,Yes,2,Not Graduate,No,38180,16287,3778454,11,0,Rural,319,0
Female,No,0,Graduate,No,43908,6173,360541,56,1,Semiurban,431,0
Male,Yes,2,Graduate,No,45039,9691,2853022,1,0,Urban,591,0
Female,Yes,0,Not Graduate,Yes,10219,15208,1528216,26,1,Semiurban,653,0
Male,Yes,1,Not Graduate,No,9163,13235,363419,42,1,Semiurban,536,0
Male,Yes,2,Not Graduate,No,4470,13663,3774050,59,1,Rural,888,0
Female,Yes,1,Graduate,Yes,45498,9176,721377,60,0,Rural,522,0
Male,No,1,Not Graduate,No,18543,18748,2226524,13,0,Semiurban,735,0
Male,Yes,2,Not Graduate,No,21276,15072,1178298,28,1,Rural,338,0
Male,Yes,0,Graduate,No,38881,5516,2013169,36,1,Rural,626,0
Male,Yes,1,Graduate,No,15414,19689,4799708,21,1,Urban,508,0
Female,Yes,1,Graduate,Yes,9749,18599,1528508,10,1,Rural,405,0
Female,No,2,Not Graduate,Yes,26182,16509,2468034,12,1,Semiurban,548,0
Female,Yes,2,Graduate,Yes,13914,2620,2954040,46,0,Semiurban,866,0
Female,No,2,Graduate,Yes,17007,17835,2281858,27,1,Urban,653,0
Male,Yes,2,Not Graduate,No,32951,9200,1672230,3,1,Urban,769,0
Male,No,2,Graduate,No,46691,11896,4633382,28,1,Urban,564,0
Female,Yes,3,Not Graduate,No,34608,19514,2870507,2,1,Semiurban,763,0
Female,Yes,2,Not Graduate,Yes,23383,696,3685999,28,1,Semiurban,740,0
Female,No,0,Graduate,Yes,15042,2270,395270,51,1,Rural,583,0
Male,Yes,1,Not Graduate,Yes,27412,9226,3002589,31,1,Urban,833,0
Female,No,0,Graduate,No,15181,16060,4019775,43,0,Rural,668,0
Female,Yes,0,Graduate,No,46898,9727,2250205,21,1,Rural,794,0
Female,No,3,Graduate,Yes,5405,9005,529130,7,1,Semiurban,453,0
Male,Yes,2,Not Graduate,Yes,32868,15084,4091768,50,1,Rural,615,0
Male,Yes,1,Graduate,No,12862,19795,1817150,31,1,Urban,599,0
Male,No,0,Not Graduate,No,30688,14816,4491181,14,1,Urban,739,0
Male,Yes,2,Not Graduate,No,32945,6717,2520294,39,1,Semiurban,450,0
Male,Yes,2,Not Graduate,Yes,14939,18428,392033,54,1,Semiurban,705,1
Male,Yes,3,Graduate,Yes,48735,1116,235070,39,1,Semiurban,474,0
Male,Yes,3,Not Graduate,Yes,30931,17540,3435191,55,0,Urban,354,0
Male,Yes,3,Not Graduate,Yes,40616,15179,4198731,9,0,Semiurban,610,0
Female,Yes,1,Graduate,No,41585,988,2591899,23,1,Urban,453,0
Female,No,0,Graduate,No,40911,10658,4892484,12,1,Rural,799,0
Male,No,3,Not Graduate,No,49277,5587,2462712,29,1,Semiurban,800,0
Male,No,3,Not Graduate,Yes,44826,18212,3444311,38,1,Semiurban,489,0
Female,Yes,3,Graduate,No,43164,15803,3095023,58,1,Semiurban,805,0
Male,No,0,Not Graduate,No,24942,16271,2295456,56,0,Urban,448,0
Male,Yes,0,Not Graduate,No,46539,10269,3912525,39,1,Rural,307,0
Male,Yes,3,Not Graduate,No,7272,6088,1780404,22,1,Semiurban,892,0
Female,Yes,3,Not Graduate,No,46134,2345,4441432,4,1,Rural,890,0
Female,Yes,2,Graduate,Yes,26265,9276,4493640,48,0,Semiurban,768,0
Female,No,3,Not Graduate,No,30668,10543,950441,7,1,Urban,620,0
Female,Yes,1,Graduate,No,48196,3005,535679,60,1,Rural,871,1
Female,No,1,Not Graduate,Yes,18024,4435,3201986,40,1,Rural,750,0
Male,Yes,3,Graduate,Yes,33899,16220,2465255,8,1,Semiurban,427,0
Female,No,0,Not Graduate,No,5747,10687,609190,60,1,Rural,586,0
Male,No,2,Graduate,No,11297,14147,3735470,60,1,Urban,386,0
Male,No,0,Not Graduate,No,3607,13613,2184758,52,1,Rural,380,0
Female,No,3,Graduate,No,23458,15216,3512841,58,1,Rural,833,0
Female,No,1,Not Graduate,Yes,29973,6628,4727233,57,1,Rural,551,0
Male,No,2,Not Graduate,No,25117,76,1434399,35,1,Rural,489,0
Male,Yes,0,Graduate,Yes,18450,5752,3285356,9,1,Semiurban,897,0
Male,No,0,Graduate,No,17535,18946,4161050,51,1,Semiurban,783,0
Female,Yes,3,Graduate,No,31355,17956,430929,13,1,Rural,678,1
Female,No,2,Graduate,No,9645,14994,1873821,39,1,Rural,755,0
Female,Yes,1,Graduate,Yes,44238,5970,4257939,20,1,Urban,307,0
Female,No,3,Not Graduate,No,6158,7952,1699382,21,1,Semiurban,617,0
Female,No,2,Graduate,No,43773,11862,3209137,47,1,Semiurban,633,0
Male,Yes,0,Graduate,Yes,18786,3111,119064,19,1,Semiurban,529,0
Female,No,3,Not Graduate,No,42693,2737,2062968,2,1,Rural,807,0
Male,No,0,Graduate,Yes,32911,9544,3416854,44,1,Semiurban,826,0
Male,No,0,Graduate,No,28578,4649,3817632,40,1,Urban,774,0
Male,Yes,3,Graduate,Yes,48408,3868,1986249,30,1,Urban,705,0
Female,No,3,Not Graduate,Yes,6166,19521,992060,23,0,Urban,586,0
Female,Yes,3,Graduate,Yes,21309,7824,415589,55,1,Urban,745,1
Female,No,3,Not Graduate,No,17076,7799,478963,40,1,Urban,642,0
Male,No,3,Not Graduate,Yes,21377,19870,748645,13,0,Semiurban,624,0
Male,Yes,0,Graduate,Yes,11278,12379,1012388,33,0,Rural,466,0
Male,No,1,Not Graduate,No,35539,17386,4213960,32,1,Rural,892,0
Male,No,1,Graduate,Yes,13440,8614,3701815,28,1,Rural,595,0
Male,Yes,3,Graduate,No,28245,11101,1234169,24,0,Rural,880,0
Male,No,0,Graduate,No,24097,7906,2453382,42,0,Semiurban,482,0
Female,Yes,1,Graduate,Yes,10167,5359,3341080,28,1,Semiurban,875,0
Female,Yes,1,Graduate,Yes,3556,9615,2210418,30,1,Semiurban,385,0
Female,Yes,1,Not Graduate,No,45918,18017,3177736,53,1,Urban,855,0
Female,No,0,Not Graduate,Yes,3151,1753,3357553,56,1,Rural,448,0
Male,Yes,3,Not Graduate,Yes,23698,13481,1541397,41,1,Semiurban,358,0
Male,Yes,3,Not Graduate,Yes,19601,14130,3133651,29,1,Semiurban,304,0
Female,No,3,Graduate,Yes,28807,11114,2766411,34,1,Semiurban,382,0
Male,Yes,2,Graduate,No,47302,10495,1529137,51,0,Rural,682,0
Female,No,2,Not Graduate,No,22328,146,4554888,22,1,Rural,848,0
Female,No,2,Graduate,Yes,10039,7507,915356,25,1,Urban,778,0
Female,No,0,Not Graduate,No,49427,16700,1676829,14,1,Urban,326,0
